sentence,key_point,stance,label
Stop letting fatcats treat us like parasites.,You can't make affordable housing by subsidy.,-1,0
Stop letting fatcats treat us like parasites.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Stop letting fatcats treat us like parasites.,Better training of utility employees!!,-1,0
Stop letting fatcats treat us like parasites.,"Effective, affordable ride-share networks are critical.",-1,0
Stop letting fatcats treat us like parasites.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Stop letting fatcats treat us like parasites.,More affordable apartments for senior independent living,-1,0
Stop letting fatcats treat us like parasites.,Gentrification is out of control.,-1,0
Stop letting fatcats treat us like parasites.,We need cleaner streets/roads,-1,0
Stop letting fatcats treat us like parasites.,PROVIDE MORE GREEN SPACE,-1,0
Stop letting fatcats treat us like parasites.,The city is becoming extremely unaffordable.,-1,0
Stop letting fatcats treat us like parasites.,This city needs more motor vehicle traffic lanes!!,-1,0
More planning and zoning.,Traffic congestion needs major improvement,-1,0
More planning and zoning.,Austin needs better public transportation,-1,0
More planning and zoning.,Austin needs more affordable housing,-1,0
More planning and zoning.,security is top priority,-1,0
More planning and zoning.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
More planning and zoning.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
More planning and zoning.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
More planning and zoning.,We need to manage growth better.,-1,-1
More planning and zoning.,Real estate taxes are too high,-1,0
More planning and zoning.,Please provide safety for cyclists.,-1,0
More planning and zoning.,Utilities are too high.,-1,0
More planning and zoning.,ROAD QUALITY IS POOR,-1,0
More planning and zoning.,We need infrastructure to support rapid growth,-1,0
More planning and zoning.,Affordable housing for low income /working families,-1,0
More planning and zoning.,Growth needs to pay for itself.,-1,0
More planning and zoning.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
More planning and zoning.,The police are too reactive and authoritarian.,-1,0
More planning and zoning.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
More planning and zoning.,Embrace growth and innovation!,-1,0
More planning and zoning.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
More planning and zoning.,homeless population grows and spreads out.,-1,0
More planning and zoning.,"privatize utilities, energy, water, etc.",-1,0
More planning and zoning.,Code issues are hurting the city.,-1,0
More planning and zoning.,MAKE TAXES MORE AFFORDABLE.,-1,0
More planning and zoning.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
More planning and zoning.,WATER CONSERVATION IS A PRIORITY.,-1,0
More planning and zoning.,QUALITY OF LIFE FOR RETIREES,-1,0
More planning and zoning.,Police are overusing and abusing authority,-1,0
More planning and zoning.,CRIME IS ON THE INCREASE.,-1,0
More planning and zoning.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
More planning and zoning.,ADA COMPLIANCE IS LACKING,-1,0
More planning and zoning.,You can't make affordable housing by subsidy.,-1,0
More planning and zoning.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
More planning and zoning.,Better training of utility employees!!,-1,0
More planning and zoning.,"Effective, affordable ride-share networks are critical.",-1,0
More planning and zoning.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
More planning and zoning.,More affordable apartments for senior independent living,-1,0
More planning and zoning.,Gentrification is out of control.,-1,0
More planning and zoning.,We need cleaner streets/roads,-1,0
More planning and zoning.,PROVIDE MORE GREEN SPACE,-1,0
More planning and zoning.,The city is becoming extremely unaffordable.,-1,0
More planning and zoning.,This city needs more motor vehicle traffic lanes!!,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Traffic congestion needs major improvement,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Austin needs better public transportation,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Austin needs more affordable housing,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",security is top priority,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",We need to manage growth better.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Real estate taxes are too high,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Please provide safety for cyclists.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Utilities are too high.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",ROAD QUALITY IS POOR,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",We need infrastructure to support rapid growth,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Affordable housing for low income /working families,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Growth needs to pay for itself.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",The police are too reactive and authoritarian.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Embrace growth and innovation!,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",homeless population grows and spreads out.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.","privatize utilities, energy, water, etc.",-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Code issues are hurting the city.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",MAKE TAXES MORE AFFORDABLE.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",WATER CONSERVATION IS A PRIORITY.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",QUALITY OF LIFE FOR RETIREES,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Police are overusing and abusing authority,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",CRIME IS ON THE INCREASE.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",ADA COMPLIANCE IS LACKING,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",You can't make affordable housing by subsidy.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Better training of utility employees!!,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.","Effective, affordable ride-share networks are critical.",-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",More affordable apartments for senior independent living,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",Gentrification is out of control.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",We need cleaner streets/roads,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",PROVIDE MORE GREEN SPACE,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",The city is becoming extremely unaffordable.,-1,0
"It is very hard for former felons to find a place to live, I have been out of trouble for over 10 years and it is still hard to find a place to live.",This city needs more motor vehicle traffic lanes!!,-1,0
Stay within our budget!,Traffic congestion needs major improvement,-1,0
Stay within our budget!,Austin needs better public transportation,-1,0
Stay within our budget!,Austin needs more affordable housing,-1,0
Stay within our budget!,security is top priority,-1,0
Stay within our budget!,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Stay within our budget!,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Stay within our budget!,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Stay within our budget!,We need to manage growth better.,-1,0
Stay within our budget!,Real estate taxes are too high,-1,0
Stay within our budget!,Please provide safety for cyclists.,-1,0
Stay within our budget!,Utilities are too high.,-1,0
Stay within our budget!,ROAD QUALITY IS POOR,-1,0
Stay within our budget!,We need infrastructure to support rapid growth,-1,0
Stay within our budget!,Affordable housing for low income /working families,-1,0
Stay within our budget!,Growth needs to pay for itself.,-1,0
Stay within our budget!,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Stay within our budget!,The police are too reactive and authoritarian.,-1,0
Stay within our budget!,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Stay within our budget!,Embrace growth and innovation!,-1,0
Stay within our budget!,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Stay within our budget!,homeless population grows and spreads out.,-1,0
Stay within our budget!,"privatize utilities, energy, water, etc.",-1,0
Stay within our budget!,Code issues are hurting the city.,-1,0
Stay within our budget!,MAKE TAXES MORE AFFORDABLE.,-1,0
Stay within our budget!,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Stay within our budget!,WATER CONSERVATION IS A PRIORITY.,-1,0
Stay within our budget!,QUALITY OF LIFE FOR RETIREES,-1,0
