prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
We should limit the use of appeals,We should limit the use of appeals,The use of appeals provides a good measure of accountability to those who have suffered injustice,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,we should limit the use of appeals as they can create very negative outcomes for those who are wrongly accused.,test,GPT-2-RANK,0.571428571,No,,,0
We should limit the use of petroleum,We should limit the use of petroleum,petroleum is a great fuel source and the price is low enough to enable the poor to feed their families,test,GPT-2-RANK,0.571428571,No,,,0
We should limit the use of petroleum,We should limit the use of petroleum,"petroleum products are relatively cheap and can provide a quick fix if your area is suffering economically due to high rates of unemployment, you can always get a car or truck to haul your goods.",test,GPT-2-RANK,0.285714286,No,,,0
We should limit the use of petroleum,We should limit the use of petroleum,petroleum-based fuels are damaging the ozone layer,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,"the country is pumping full of hydrocarbons which are linked to health problems, including elevated blood pressure",test,GPT-2-LN-FWS,0.857142857,Yes,0.714285714,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,the petroleum industry is an important part of our overall energy picture,test,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should limit the use of petroleum,We should limit the use of petroleum,the production of hydrocarbons is an important source of jobs for the South,test,GPT-2-LN-FWS,0.857142857,Yes,0.857142857,Con,1
We should limit the use of petroleum,We should limit the use of petroleum,the production of large amounts of petroleum products poses a significant threat to the environment and human health,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,the use of petroleum products in warfare is immoral and unethical,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,the use of petroleum products is crucial to the continued survival of the human species. the use of petroleum products will ultimately harm the people who depend on these products and the planet in the future,test,GPT-2-RANK,0.285714286,No,,,0
We should limit the use of petroleum,We should limit the use of petroleum,the use of petroleum products is detrimental to the health of the population and therefore should be banned.,test,GPT-2-RANK,1,Yes,0.857142857,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,the use of petroleum products is inevitable,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit the use of petroleum,We should limit the use of petroleum,the use of petroleum resources is not sustainable,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,we should limit the use of petroleum as it has proven to be a major contributor to the growth of the petroleum industry and the resulting increase in pollution.,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit the use of petroleum,We should limit the use of petroleum,We should limit the use of petroleum as it is a fossil fuel that is no longer needed and could provide us with a lot of energy,test,GPT-2-RANK,0.428571429,No,,,0
We should lower the drinking age,We should lower the drinking age,a new study contradicts previous claims that increased drinking causes an increase in rape and sexual assault.,dev,GPT-2-LN,1,Yes,1,Neither,0
We should lower the drinking age,We should lower the drinking age,a one-and-a-half standard drink is associated with childhood obesity,dev,GPT-2-ALL,0,No,,,0
We should lower the drinking age,We should lower the drinking age,a reduction in the drink's legal drinking price would benefit the less well-off,dev,GPT-2-LN,0.285714286,No,,,0
We should lower the drinking age,We should lower the drinking age,children who grow up to drink heavily are more likely to be depressed,dev,GPT-2-RANK-CE,0.857142857,Yes,0.714285714,Con,1
We should lower the drinking age,We should lower the drinking age,drinking age regulations have become more restrictive,dev,GPT-2-ALL,1,Yes,1,Neither,0
We should lower the drinking age,We should lower the drinking age,drinking alcohol is good for the heart,dev,GPT-2-ALL,0.857142857,Yes,0.571428571,Neither,0
We should lower the drinking age,We should lower the drinking age,"in a bid to reduce traffic jams in cities and on roads, drunk and drugged driving rates have fallen",dev,GPT-2-RANK-CE,0.428571429,No,,,0
We should lower the drinking age,We should lower the drinking age,"increasing numbers of people are choosing to drink alcohol instead of smoking cigarettes.  this is clearly a health choice, and should not be undermined.",dev,GPT-2-RANK-CE,0.714285714,Yes,0.714285714,Neither,0
We should lower the drinking age,We should lower the drinking age,increasing the drinking age would increase the risk of cancer in women,dev,GPT-2-LN-FWS,0.285714286,No,,,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,lower[s] drinking age is associated with more alcohol-related hospitalisations and more cannabis-related deaths,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,lowering the age of alcohol consumption will reduce the number of alcohol-related car accidents,dev,GPT-2-LN-FWS,0.428571429,No,,,0
We should lower the drinking age,We should lower the drinking age,lowering the drinking age will help reduce the number of drunk/drugged driving tests which will then be passed on to the people drinking the most. this in turn will reduce the number of drunk/drugged driving accidents.,dev,GPT-2-RANK,0.285714286,No,,,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,lowering the drinking age will help to reduce the number of alcohol related accidents on the road.,dev,GPT-2-RANK-FWS,0.428571429,No,,,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,lowering the drinking age will improve people's health and well-being.,dev,GPT-2-RANK-FWS,0.428571429,No,,,0
We should lower the drinking age,We should lower the drinking age,"lowering the drinking age would allow those who could not drive, or who were not able to properly care for themselves, to have a means of drinking responsibly",dev,GPT-2-RANK-CE,0.285714286,No,,,0
We should lower the drinking age,We should lower the drinking age,lowering the drinking age would cause social problems such as higher rates of crime and drunken driving,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should lower the drinking age,We should lower the drinking age,lowering the drinking age would help alleviate the burden of heavy drinking on the roads.,dev,GPT-2-RANK-CE,0.142857143,No,,,0
We should lower the drinking age,We should lower the drinking age,lowering the drinking age would prevent alcohol-related diseases,dev,GPT-2-LN-FWS,0.428571429,No,,,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,"many countries have a zero-tolerance policy in schools, this policy should not be changed and drinking age should remain at zero",dev,GPT-2-RANK-FWS,0,No,,,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,"people should be able to drink on their own time, they can choose not to drink with others.",dev,GPT-2-RANK-FWS,0.571428571,No,,,0
We should lower the drinking age,We should lower the drinking age,reducing the drinking age is a good idea,dev,GPT-2-LN,1,Yes,1,Pro,1
We should lower the drinking age,We should lower the drinking age,the age at which people drink is a matter of individual freedom and choice,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Neither,0
We should lower the drinking age,We should lower the drinking age,the age at which people drink is related to the risk of developing a disease,dev,GPT-2-LN-FWS,0.714285714,Yes,0.571428571,Neither,0
The legal drinking age is the age at which a person can legally consume alcoholic beverages. We should lower the drinking age,We should lower the drinking age,the age of consent be lowered,dev,GPT-2-LN-FWS,0.142857143,No,,,0
