Label (-/P/C/?) ,Concept,Category/List Page Title,URL
P,Socialism,Category:French_Christian_socialists,https://en.wikipedia.org/wiki/Category:French_Christian_socialists
P,Socialism,Category:French_Marxists,https://en.wikipedia.org/wiki/Category:French_Marxists
P,Socialism,Category:French_Section_of_the_Workers'_International_politicians,https://en.wikipedia.org/wiki/Category:French_Section_of_the_Workers'_International_politicians
P,Socialism,Category:French_Socialist_Party_(1902)_politicians,https://en.wikipedia.org/wiki/Category:French_Socialist_Party_(1902)_politicians
P,Socialism,Category:French_socialists,https://en.wikipedia.org/wiki/Category:French_socialists
P,Socialism,Category:French_Workers'_Party_politicians,https://en.wikipedia.org/wiki/Category:French_Workers'_Party_politicians
P,Socialism,Category:Front_for_Democracy_in_Burundi_politicians,https://en.wikipedia.org/wiki/Category:Front_for_Democracy_in_Burundi_politicians
P,Socialism,Category:General_German_Workers'_Association_politicians,https://en.wikipedia.org/wiki/Category:General_German_Workers'_Association_politicians
P,Socialism,Category:Georgian_Communist_Party_politicians,https://en.wikipedia.org/wiki/Category:Georgian_Communist_Party_politicians
P,Socialism,Category:German_Christian_socialists,https://en.wikipedia.org/wiki/Category:German_Christian_socialists
P,Socialism,Category:German_Marxists,https://en.wikipedia.org/wiki/Category:German_Marxists
P,Socialism,Category:German_socialists,https://en.wikipedia.org/wiki/Category:German_socialists
P,Socialism,Category:Gibraltar_Socialist_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Gibraltar_Socialist_Labour_Party_politicians
P,Socialism,Category:Ginger_Group_MPs,https://en.wikipedia.org/wiki/Category:Ginger_Group_MPs
?,Socialism,Category:Great_Purge_victims_from_Armenia,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Armenia
?,Socialism,Category:Great_Purge_victims_from_Azerbaijan,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Azerbaijan
P,Socialism,Category:Great_Purge_victims_from_Belarus,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Belarus
?,Socialism,Category:Great_Purge_victims_from_Georgia_(country),https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Georgia_(country)
P,Socialism,Category:Great_Purge_victims_from_Kazakhstan,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Kazakhstan
?,Socialism,Category:Great_Purge_victims_from_Russia,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Russia
?,Socialism,Category:Great_Purge_victims_from_Ukraine,https://en.wikipedia.org/wiki/Category:Great_Purge_victims_from_Ukraine
P,Socialism,Category:Greek_Marxists,https://en.wikipedia.org/wiki/Category:Greek_Marxists
P,Socialism,Category:Greek_socialists,https://en.wikipedia.org/wiki/Category:Greek_socialists
P,Socialism,Category:Greenlandic_socialists,https://en.wikipedia.org/wiki/Category:Greenlandic_socialists
P,Socialism,Category:Guadeloupean_socialists,https://en.wikipedia.org/wiki/Category:Guadeloupean_socialists
P,Socialism,Category:Haitian_communists,https://en.wikipedia.org/wiki/Category:Haitian_communists
P,Socialism,Category:Heads_of_government_of_the_Russian_Soviet_Federative_Socialist_Republic,https://en.wikipedia.org/wiki/Category:Heads_of_government_of_the_Russian_Soviet_Federative_Socialist_Republic
?,Socialism,Category:Heroes_of_Socialist_Labour,https://en.wikipedia.org/wiki/Category:Heroes_of_Socialist_Labour
?,Socialism,"Category:Heroes_of_Socialist_Labour,_three_times","https://en.wikipedia.org/wiki/Category:Heroes_of_Socialist_Labour,_three_times"
?,Socialism,"Category:Heroes_of_Socialist_Labour,_twice","https://en.wikipedia.org/wiki/Category:Heroes_of_Socialist_Labour,_twice"
?,Socialism,Category:Heroes_of_the_Czechoslovak_Socialist_Republic,https://en.wikipedia.org/wiki/Category:Heroes_of_the_Czechoslovak_Socialist_Republic
-,Socialism,Category:Hindustan_Socialist_Republican_Association,https://en.wikipedia.org/wiki/Category:Hindustan_Socialist_Republican_Association
?,Socialism,Category:Honored_Artists_of_RSFSR,https://en.wikipedia.org/wiki/Category:Honored_Artists_of_RSFSR
?,Socialism,Category:Honoured_Scientists_of_the_Russian_Federation,https://en.wikipedia.org/wiki/Category:Honoured_Scientists_of_the_Russian_Federation
P,Socialism,Category:Human_Rights_Party_(United_States)_politicians,https://en.wikipedia.org/wiki/Category:Human_Rights_Party_(United_States)_politicians
P,Socialism,Category:Hungarian_communists,https://en.wikipedia.org/wiki/Category:Hungarian_communists
P,Socialism,Category:Hungarian_Social_Democratic_Party_politicians,https://en.wikipedia.org/wiki/Category:Hungarian_Social_Democratic_Party_politicians
P,Socialism,Category:Hungarian_Socialist_Party_MEPs,https://en.wikipedia.org/wiki/Category:Hungarian_Socialist_Party_MEPs
P,Socialism,Category:Hungarian_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Hungarian_Socialist_Party_politicians
P,Socialism,Category:Hungarian_socialists,https://en.wikipedia.org/wiki/Category:Hungarian_socialists
P,Socialism,Category:Independent_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Independent_Labour_Party_politicians
P,Socialism,Category:Independent_Social_Democratic_Party_politicians,https://en.wikipedia.org/wiki/Category:Independent_Social_Democratic_Party_politicians
P,Socialism,Category:Indian_Marxists,https://en.wikipedia.org/wiki/Category:Indian_Marxists
P,Socialism,Category:Indian_socialists,https://en.wikipedia.org/wiki/Category:Indian_socialists
P,Socialism,Category:Industrial_Workers_of_the_World_leaders,https://en.wikipedia.org/wiki/Category:Industrial_Workers_of_the_World_leaders
?,Socialism,Category:Inmates_of_Aiud_prison,https://en.wikipedia.org/wiki/Category:Inmates_of_Aiud_prison
?,Socialism,Category:Inmates_of_Sighet_prison,https://en.wikipedia.org/wiki/Category:Inmates_of_Sighet_prison
-,Socialism,Category:International_Marxist_Tendency,https://en.wikipedia.org/wiki/Category:International_Marxist_Tendency
P,Socialism,Category:Inuit_Ataqatigiit_politicians,https://en.wikipedia.org/wiki/Category:Inuit_Ataqatigiit_politicians
P,Socialism,Category:Iranian_socialists,https://en.wikipedia.org/wiki/Category:Iranian_socialists
P,Socialism,Category:Irish_Christian_socialists,https://en.wikipedia.org/wiki/Category:Irish_Christian_socialists
P,Socialism,Category:Irish_Marxists,https://en.wikipedia.org/wiki/Category:Irish_Marxists
P,Socialism,Category:Irish_socialists,https://en.wikipedia.org/wiki/Category:Irish_socialists
P,Socialism,Category:Israeli_communists,https://en.wikipedia.org/wiki/Category:Israeli_communists
P,Socialism,Category:Israeli_socialists,https://en.wikipedia.org/wiki/Category:Israeli_socialists
P,Socialism,Category:Italian_Christian_socialists,https://en.wikipedia.org/wiki/Category:Italian_Christian_socialists
P,Socialism,Category:Italian_Democratic_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Italian_Democratic_Socialist_Party_politicians
P,Socialism,Category:Italian_Marxists,https://en.wikipedia.org/wiki/Category:Italian_Marxists
P,Socialism,Category:Italian_Socialist_Party_MEPs,https://en.wikipedia.org/wiki/Category:Italian_Socialist_Party_MEPs
P,Socialism,Category:Italian_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Italian_Socialist_Party_politicians
P,Socialism,Category:Italian_socialists,https://en.wikipedia.org/wiki/Category:Italian_socialists
P,Socialism,Category:Ivorian_Popular_Front_politicians,https://en.wikipedia.org/wiki/Category:Ivorian_Popular_Front_politicians
P,Socialism,Category:Janata_Dal_politicians,https://en.wikipedia.org/wiki/Category:Janata_Dal_politicians
P,Socialism,Category:Japanese_Marxists,https://en.wikipedia.org/wiki/Category:Japanese_Marxists
P,Socialism,Category:Japanese_socialists,https://en.wikipedia.org/wiki/Category:Japanese_socialists
P,Socialism,Category:Jewish_socialists,https://en.wikipedia.org/wiki/Category:Jewish_socialists
P,Socialism,Category:Justice_Party_(India)_politicians,https://en.wikipedia.org/wiki/Category:Justice_Party_(India)_politicians
P,Socialism,Category:Korean_communists,https://en.wikipedia.org/wiki/Category:Korean_communists
P,Socialism,Category:Korean_socialists,https://en.wikipedia.org/wiki/Category:Korean_socialists
P,Socialism,Category:Labor_Party_(Mexico)_politicians,https://en.wikipedia.org/wiki/Category:Labor_Party_(Mexico)_politicians
P,Socialism,Category:Labour_and_Social_Justice_%E2%80%93_The_Electoral_Alternative_politicians,https://en.wikipedia.org/wiki/Category:Labour_and_Social_Justice_%E2%80%93_The_Electoral_Alternative_politicians
P,Socialism,Category:Labour_Party_(Ireland)_MEPs,https://en.wikipedia.org/wiki/Category:Labour_Party_(Ireland)_MEPs
P,Socialism,Category:Labour_Party_(Ireland)_politicians,https://en.wikipedia.org/wiki/Category:Labour_Party_(Ireland)_politicians
P,Socialism,Category:Labour_Party_(Malta)_MEPs,https://en.wikipedia.org/wiki/Category:Labour_Party_(Malta)_MEPs
P,Socialism,Category:Labour_Party_(Malta)_politicians,https://en.wikipedia.org/wiki/Category:Labour_Party_(Malta)_politicians
P,Socialism,Category:Labour_Party_(Mauritius)_politicians,https://en.wikipedia.org/wiki/Category:Labour_Party_(Mauritius)_politicians
P,Socialism,Category:Labour_Party_(Nigeria)_politicians,https://en.wikipedia.org/wiki/Category:Labour_Party_(Nigeria)_politicians
P,Socialism,Category:Labour_Party_(Norway)_politicians,https://en.wikipedia.org/wiki/Category:Labour_Party_(Norway)_politicians
P,Socialism,Category:Labour_Party_(UK)_MEPs,https://en.wikipedia.org/wiki/Category:Labour_Party_(UK)_MEPs
P,Socialism,Category:Labour_Party_(UK)_people,https://en.wikipedia.org/wiki/Category:Labour_Party_(UK)_people
P,Socialism,Category:Latvian_communists,https://en.wikipedia.org/wiki/Category:Latvian_communists
P,Socialism,Category:Latvian_Social_Democratic_Workers'_Party_politicians,https://en.wikipedia.org/wiki/Category:Latvian_Social_Democratic_Workers'_Party_politicians
P,Socialism,Category:Lebanese_socialists,https://en.wikipedia.org/wiki/Category:Lebanese_socialists
P,Socialism,Category:Left_Alliance_(Finland)_politicians,https://en.wikipedia.org/wiki/Category:Left_Alliance_(Finland)_politicians
P,Socialism,Category:Left_communists,https://en.wikipedia.org/wiki/Category:Left_communists
P,Socialism,Category:Left_Ecology_Freedom_politicians,https://en.wikipedia.org/wiki/Category:Left_Ecology_Freedom_politicians
P,Socialism,Category:Left_Party_(France)_politicians,https://en.wikipedia.org/wiki/Category:Left_Party_(France)_politicians
P,Socialism,Category:Left_Party_(Sweden)_politicians,https://en.wikipedia.org/wiki/Category:Left_Party_(Sweden)_politicians
P,Socialism,Category:Left_socialist-revolutionaries,https://en.wikipedia.org/wiki/Category:Left_socialist-revolutionaries
P,Socialism,Category:Left-Green_Movement_politicians,https://en.wikipedia.org/wiki/Category:Left-Green_Movement_politicians
?,Socialism,Category:Leningrad_School_artists,https://en.wikipedia.org/wiki/Category:Leningrad_School_artists
P,Socialism,Category:Libertarian_socialists,https://en.wikipedia.org/wiki/Category:Libertarian_socialists
P,Socialism,Category:Liberty_and_Refoundation_politicians,https://en.wikipedia.org/wiki/Category:Liberty_and_Refoundation_politicians
P,Socialism,Category:Liberty_Union_Party_politicians,https://en.wikipedia.org/wiki/Category:Liberty_Union_Party_politicians
P,Socialism,Category:Libyan_Arab_Socialist_Union_politicians,https://en.wikipedia.org/wiki/Category:Libyan_Arab_Socialist_Union_politicians
P,Socialism,Category:Lithuanian_communists,https://en.wikipedia.org/wiki/Category:Lithuanian_communists
P,Socialism,Category:Lok_Janshakti_Party_politicians,https://en.wikipedia.org/wiki/Category:Lok_Janshakti_Party_politicians
P,Socialism,Category:Luxembourg_Socialist_Workers'_Party_MEPs,https://en.wikipedia.org/wiki/Category:Luxembourg_Socialist_Workers'_Party_MEPs
P,Socialism,Category:Luxembourg_Socialist_Workers'_Party_politicians,https://en.wikipedia.org/wiki/Category:Luxembourg_Socialist_Workers'_Party_politicians
P,Socialism,Category:Macedonian_communists,https://en.wikipedia.org/wiki/Category:Macedonian_communists
P,Socialism,Category:Malawi_Congress_Party_politicians,https://en.wikipedia.org/wiki/Category:Malawi_Congress_Party_politicians
P,Socialism,Category:Malaysian_communists,https://en.wikipedia.org/wiki/Category:Malaysian_communists
P,Socialism,Category:Mana_Movement_politicians,https://en.wikipedia.org/wiki/Category:Mana_Movement_politicians
P,Socialism,Category:Mapai_politicians,https://en.wikipedia.org/wiki/Category:Mapai_politicians
P,Socialism,Category:Marxist_feminists,https://en.wikipedia.org/wiki/Category:Marxist_feminists
P,Socialism,Category:Marxists,https://en.wikipedia.org/wiki/Category:Marxists
P,Socialism,Category:Maryland_socialists,https://en.wikipedia.org/wiki/Category:Maryland_socialists
P,Socialism,Category:Mauritian_Militant_Movement_politicians,https://en.wikipedia.org/wiki/Category:Mauritian_Militant_Movement_politicians
P,Socialism,Category:Members_of_Social_Democrats_USA,https://en.wikipedia.org/wiki/Category:Members_of_Social_Democrats_USA
P,Socialism,Category:Members_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany,https://en.wikipedia.org/wiki/Category:Members_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany
P,Socialism,Category:Members_of_the_Democratic_Socialists_of_America,https://en.wikipedia.org/wiki/Category:Members_of_the_Democratic_Socialists_of_America
P,Socialism,Category:Members_of_the_Executive_of_the_Labour_and_Socialist_International,https://en.wikipedia.org/wiki/Category:Members_of_the_Executive_of_the_Labour_and_Socialist_International
P,Socialism,Category:Members_of_the_General_People's_Committee_of_Libya,https://en.wikipedia.org/wiki/Category:Members_of_the_General_People's_Committee_of_Libya
P,Socialism,Category:Members_of_the_Great_National_Assembly,https://en.wikipedia.org/wiki/Category:Members_of_the_Great_National_Assembly
P,Socialism,Category:Members_of_the_Hungarian_Socialist_Workers'_Party,https://en.wikipedia.org/wiki/Category:Members_of_the_Hungarian_Socialist_Workers'_Party
P,Socialism,Category:Members_of_the_International_Socialist_Organization,https://en.wikipedia.org/wiki/Category:Members_of_the_International_Socialist_Organization
?,Socialism,Category:Members_of_the_Leningrad_Union_of_Artists,https://en.wikipedia.org/wiki/Category:Members_of_the_Leningrad_Union_of_Artists
P,Socialism,Category:Members_of_the_Politburo_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany,https://en.wikipedia.org/wiki/Category:Members_of_the_Politburo_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany
P,Socialism,Category:Members_of_the_Socialist_Labor_Party_of_America,https://en.wikipedia.org/wiki/Category:Members_of_the_Socialist_Labor_Party_of_America
P,Socialism,Category:Members_of_the_Socialist_Party_of_America,https://en.wikipedia.org/wiki/Category:Members_of_the_Socialist_Party_of_America
P,Socialism,Category:Members_of_the_Socialist_Workers_Party_(United_States),https://en.wikipedia.org/wiki/Category:Members_of_the_Socialist_Workers_Party_(United_States)
P,Socialism,Category:Mexican_communists,https://en.wikipedia.org/wiki/Category:Mexican_communists
P,Socialism,Category:Mexican_socialists,https://en.wikipedia.org/wiki/Category:Mexican_socialists
P,Socialism,Category:Moldovan_communists,https://en.wikipedia.org/wiki/Category:Moldovan_communists
P,Socialism,Category:Mongolian_communists,https://en.wikipedia.org/wiki/Category:Mongolian_communists
